SUBSET,QUESTION,A,B,C,D,E,TRUE
B0B36DBS,"Co zajišťuje vlastnost Izolace v transakcích?","Transakce jsou provedeny celé.","Transakce neovlivňují jiné běžící transakce.","Data jsou trvale uložena.","Konzistence dat je zajištěna.","Transakce jsou rychlejší.","B"
B0B36DBS,"Jaký je význam vlastnosti Trvanlivosti v ACID?","Transakce je provedena atomicky.","Transakce jsou izolovány.","Změny jsou trvale uloženy po potvrzení transakce.","Konzistence dat je zajištěna.","Transakce jsou rychlejší.","C"
B0B36DBS,"Co je úroveň izolace Serializable?","Úroveň, kde mohou nastat špinavá čtení.","Úroveň, kde jsou transakce zcela izolovány a sériové.","Úroveň bez izolace.","Úroveň, která umožňuje neopakovatelná čtení.","Úroveň, kde nejsou zámky.","D"
B0B36DBS,"Co je špinavé čtení (Dirty Read)?","Čtení nepotvrzených změn z jiné transakce.","Čtení dat po commitu.","Čtení dat bez zámku.","Čtení dat z více tabulek.","Čtení dat po rollbacku.","E"
B0B36DBS,"Co je zámek (Lock) v transakcích?","Mechanismus pro zajištění konzistence dat při souběžném přístupu.","Mechanismus pro rychlejší dotazy.","Mechanismus pro vytvoření indexu.","Mechanismus pro smazání dat.","Mechanismus pro sloučení tabulek.","A"
B0B36DBS,"Co je neopakovatelné čtení (Non-repeatable Read)?","Když transakce čte stejná data dvakrát a dostane stejný výsledek.","Když transakce čte data změněná jinou transakcí mezi čteními.","Když transakce čte nepotvrzená data.","Když transakce nemůže číst data.","Když transakce čte data z indexu.","B"
B0B36DBS,"Co je fantomové čtení (Phantom Read)?","Čtení nepotvrzených dat.","Čtení dat, která byla smazána.","Čtení nově přidaných řádků jinou transakcí během čtení.","Čtení dat bez zámku.","Čtení dat po commitu.","C"
B0B36DBS,"Jaký je účel příkazu COMMIT?","Zrušení změn v transakci.","Dočasné uložení změn.","Trvalé potvrzení změn v transakci.","Zajištění izolace transakce.","Zrychlení transakce.","D"
B0B36DBS,"Co dělá příkaz ROLLBACK?","Potvrzuje změny v transakci.","Vrací databázi do stavu před transakcí.","Vytváří novou transakci.","Zajišťuje konzistenci dat.","Urychluje provádění transakce.","E"
B0B36DBS,"Co je deadlock v transakcích?","Situace, kdy dvě transakce čekají na uvolnění zdrojů držených tou druhou.","Situace, kdy transakce je přerušena.","Situace, kdy transakce čte nepotvrzená data.","Situace, kdy transakce je izolvána.","Situace, kdy transakce je dokončena.","A"
B0B36DBS,"Jaký je rozdíl mezi Read Committed a Repeatable Read?","Read Committed umožňuje špinavá čtení, Repeatable Read ne.","Repeatable Read zabraňuje neopakovatelným čtením, Read Committed ne.","Repeatable Read je méně přísné než Read Committed.","Read Committed zabraňuje fantomovým čtením.","Neexistuje mezi nimi rozdíl.","B"
B0B36DBS,"Co je dvoufázové zamykání (2PL)?","Protokol zajišťující serializovatelnost transakcí.","Protokol pro rychlejší dotazy.","Protokol pro odstranění zámků.","Protokol pro sloučení transakcí.","Protokol pro vytvoření indexu.","C"
B0B36DBS,"Jaký je účel časových razítek v transakcích?","Urychlení provádění transakcí.","Zajištění pořadí provádění transakcí bez zámků.","Zajištění atomicity transakcí.","Potvrzení změn v transakci.","Filtrování transakcí.","D"
B0B36DBS,"Co je úroveň izolace Read Uncommitted?","Úroveň, kde jsou transakce zcela izolovány.","Úroveň, kde mohou nastat špinavá čtení.","Úroveň, kde jsou zamezena neopakovatelná čtení.","Úroveň, kde nejsou použity zámky.","Úroveň, kde jsou zamezena fantomová čtení.","E"
B0B36DBS,"Jaký je rozdíl mezi optimismem a pesimismem v řízení souběhu?","Optimismus předpokládá konflikty, pesimismus ne.","Pesimismus používá zámky, optimismus kontroluje konflikty na konci.","Optimismus je rychlejší, pesimismus ne.","Pesimismus je bez zámků, optimismus ne.","Neexistuje mezi nimi rozdíl.","A"
B0B36DBS,"Co je primární účel transakcí?","Zrychlení dotazů.","Zajištění konzistence a integrity dat.","Sloučení tabulek.","Vytvoření indexů.","Odstranění redundantních dat.","B"
B0B36DBS,"Co je řízení souběhu v transakcích?","Proces zajišťující, že více transakcí může běžet současně bez konfliktů.","Proces pro rychlejší provádění dotazů.","Proces pro vytvoření nových tabulek.","Proces pro sloučení transakcí.","Proces pro odstranění zámků.","C"
B0B36DBS,"Jaký je výsledek přerušení transakce?","Změny jsou trvale uloženy.","Transakce je dokončena.","Transakce je vrácena do původního stavu.","Transakce je izolvána.","Transakce je zrychlena.","D"
B0B36DBS,"Co je log transakcí?","Záznam všech změn provedených transakcí pro obnovu.","Seznam tabulek v databázi.","Seznam indexů v databázi.","Záznam o rychlosti transakcí.","Záznam o chybách v transakcích.","E"
B0B36DBS,"Jak se v objektově-relačním mapování mapuje třída na databázovou tabulku?","Každá třída se mapuje na jednu tabulku.","Každá instance třídy se mapuje na tabulku.","Atributy třídy se mapují na řádky.","Metody třídy se mapují na procedury.","Dědičnost se mapuje na cizí klíče.","A"
B0B36DBS,"Co je lazy loading v ORM?","Načítání dat při vytvoření objektu.","Načítání dat až při jejich prvním použití.","Načítání všech dat najednou.","Načítání dat bez vazeb.","Načítání dat z indexu.","B"
B0B36DBS,"Jak se mapuje relace 1:N v ORM?","Pomocí jedné tabulky bez klíčů.","Pomocí cizího klíče v tabulce na straně N.","Pomocí nové tabulky pro relaci.","Pomocí primárního klíče na obou stranách.","Pomocí sloučení tabulek.","C"
B0B36DBS,"Co je eager loading v ORM?","Načítání dat až při jejich použití.","Načítání dat bez vazeb.","Načítání všech souvisejících dat předem.","Načítání dat z více tabulek zvlášť.","Načítání dat podle indexu.","D"
B0B36DBS,"Jak se v ORM mapuje dědičnost?","Vždy se vytvoří jedna tabulka pro všechny třídy.","Pomocí cizího klíče v nadřazené třídě.","Pomocí sloučení všech tříd do jedné entity.","Pomocí různých strategií, např. jedna tabulka na třídu.","Pomocí odstranění dědičnosti.","E"
B0B36DBS,"Co je hlavní výhodou ORM?","Rychlejší provádění dotazů.","Zjednodušení práce s databází v objektovém kódu.","Odstranění nutnosti SQL.","Vytvoření nových tabulek.","Zrychlení transakcí.","A"
B0B36DBS,"Jak se v ORM mapuje relace M:N?","Pomocí cizího klíče v jedné tabulce.","Pomocí mezilehlé tabulky s cizími klíči.","Pomocí sloučení tabulek.","Pomocí odstranění relace.","Pomocí primárního klíče.","B"
B0B36DBS,"Co je Hibernate v kontextu ORM?","Nástroj pro správu transakcí.","Framework pro objektově-relační mapování.","Nástroj pro vytvoření indexů.","Nástroj pro normalizaci databáze.","Nástroj pro NoSQL databáze.","C"
B0B36DBS,"Jaký je rozdíl mezi ORM a ručním SQL?","ORM je pomalejší a méně flexibilní.","ORM automatizuje mapování objektů na tabulky, SQL ne.","SQL je jednodušší na implementaci.","ORM nepoužívá databáze.","Neexistuje mezi nimi rozdíl.","D"
B0B36DBS,"Co je význam anotací v ORM?","Slouží k optimalizaci dotazů.","Slouží k definici mapování mezi objekty a databází.","Slouží k vytvoření indexů.","Slouží k odstranění relací.","Slouží k urychlení transakcí.","E"
B0B36DBS,"Jaký je hlavní rozdíl mezi SQL a NoSQL databázemi?","NoSQL nepodporují schéma a jsou horizontálně škálovatelné.","SQL nepodporují transakce.","NoSQL používají pouze klíč-hodnota úložiště.","SQL jsou pomalejší.","NoSQL nepodporují dotazy.","A"
B0B36DBS,"Co je CAP teorém v NoSQL?","Teorie o rychlosti dotazů.","Teorie o kompromisu mezi konzistencí, dostupností a odolností.","Teorie o normalizaci dat.","Teorie o vytvoření indexů.","Teorie o transakcích.","B"
B0B36DBS,"Co je dokumentová databáze v NoSQL?","Databáze ukládající data jako páry klíč-hodnota.","Databáze ukládající data jako hierarchické dokumenty.","Databáze bez schématu.","Databáze s pevným schématem.","Databáze pro grafové struktury.","C"
B0B36DBS,"Co je eventual consistency v NoSQL?","Zajištění okamžité konzistence dat.","Zajištění konzistence dat v průběhu času.","Zajištění rychlých dotazů.","Zajištění trvanlivosti dat.","Zajištění izolace dat.","D"
B0B36DBS,"Jaký je příklad NoSQL databáze typu klíč-hodnota?","MongoDB","Cassandra","Redis","Neo4j","MySQL","E"
B0B36DBS,"Co je grafová databáze v NoSQL?","Databáze pro ukládání párových hodnot.","Databáze pro ukládání dokumentů.","Databáze pro ukládání relací mezi uzly a hranami.","Databáze pro sloupcové struktury.","Databáze pro transakce.","A"
B0B36DBS,"Jaký je účel sharding v NoSQL?","Rozdělení dat na menší části pro distribuci.","Sloučení dat do jedné tabulky.","Zajištění okamžité konzistence.","Vytvoření indexů.","Odstranění redundantních dat.","B"
B0B36DBS,"Co je replikace v NoSQL databázích?","Proces vytvoření nových tabulek.","Proces kopírování dat na více uzlů pro dostupnost.","Proces normalizace dat.","Proces odstranění duplicit.","Proces optimalizace dotazů.","C"
B0B36DBS,"Jaký je rozdíl mezi silnou a případnou konzistencí?","Silná konzistence zaručuje okamžitou shodu dat, případná nikoli.","Případná konzistence je rychlejší.","Silná konzistence nepodporuje distribuci.","Případná konzistence je vždy okamžitá.","Neexistuje mezi nimi rozdíl.","D"
B0B36DBS,"Co je sloupcová databáze v NoSQL?","Databáze ukládající data v dokumentech.","Databáze ukládající data v párech klíč-hodnota.","Databáze ukládající data v grafech.","Databáze optimalizovaná pro sloupcové uložení dat.","Databáze s pevným schématem.","E"
B0B01LAG,"Která z následujících množin tvoří lineární prostor nad ℝ s obvyklými operacemi?","Množina všech polynomů stupně nejvýše 3","Množina všech polynomů stupně přesně 3","Množina funkcí f: ℝ → ℝ, kde f(0) = 1","Množina matic 2x2 s det = 0","Množina vektorů v ℝ³ s celými složkami","A"
B0B01LAG,"Který soubor vektorů je lineárně nezávislý v ℝ³?","{(1,0,0), (2,0,0), (3,0,0)}","{(1,1,0), (0,1,1), (1,2,1)}","{(1,2,3), (4,5,6), (7,8,9)}","{(1,0,0), (2,0,0), (0,1,0)}","{(0,0,0), (1,2,3)}","B"
B0B01LAG,"Jaká je dimenze podprostoru vektorů v ℝ⁴ splňujících x₁ + x₂ + x₃ + x₄ = 0?","1","2","3","4","0","C"
B0B01LAG,"Které tvrzení je pravdivé pro lineární zobrazení T: V → W?","Pokud T je injektivní, dim V ≥ dim W","Pokud T je surjektivní, dim V ≤ dim W","Pokud T je izomorfismus, dim V ≠ dim W","Všechny výše uvedené jsou pravdivé","Žádné z výše uvedených není pravdivé","D"
B0B01LAG,"Které tvrzení je pravdivé o maticích a jejich operacích?","Každá matice má inverzi","Det diagonální matice je součet prvků","Hodnost matice = počet řádků","Násobení matic není komutativní","Všechna tvrzení jsou pravdivá","D"
B0B01LAG,"Určete součin matic A = [1 2; 3 4] a B = [0 1; 1 0]","[2 1; 4 3]","[1 2; 3 4]","[0 2; 3 0]","[2 0; 4 3]","[1 0; 0 1]","A"
B0B01LAG,"Jaký je determinant matice [1 0 0; 0 1 0; 0 0 1]?","0","1","2","3","4","B"
B0B01LAG,"Jaká je hodnost matice [1 2 3; 4 5 6; 7 8 9]?","0","1","2","3","Nelze určit","C"
B0B01LAG,"Která matice je inverzní k [2 1; 1 3]?","[3 -1; -1 2]","[2 -1; -1 3]","[3 1; 1 2]","[1 0; 0 1]","[0 1; 1 0]","D"
B0B01LAG,"Je vektor (1,1,1) lineární kombinací (1,0,0), (0,1,0), (0,0,1)?","Ne","Pouze pokud jsou nezávislé","Pouze pokud jsou závislé","Nelze určit","Ano","E"
B0B01LAG,"Co je lineární prostor?","Množina vektorů s operacemi splňujícími axiomy","Množina matic s násobením","Množina čísel s sčítáním","Množina bodů v rovině","Množina funkcí bez operací","A"
B0B01LAG,"Které vektory tvoří bázi ℝ²?","{(1,0), (0,1)}","{(1,1), (1,1)}","{(2,0), (4,0)}","{(0,0), (1,0)}","{(1,0), (1,0)}","B"
B0B01LAG,"Jaká je dimenze prostoru matic 2x2 nad ℝ?","2","3","4","5","6","C"
B0B01LAG,"Je zobrazení T(x,y) = (x+y, x-y) lineární?","Ne","Jen pokud x = y","Jen pokud x ≠ y","Ano","Nelze určit","D"
B0B01LAG,"Kolik řešení má soustava Ax = 0, A je 3x4, hodnost 2?","Žádné","Jedno","Nekonečně mnoho","Záleží na b","Nelze určit","E"
B0B01LAG,"Určete A + B, kde A = [1 2; 3 4], B = [5 6; 7 8]","[6 8; 10 12]","[4 4; 4 4]","[5 8; 10 12]","[6 8; 11 12]","[1 2; 3 4]","A"
B0B01LAG,"Jaký je determinant matice [2 0; 0 3]?","0","6","2","3","5","B"
B0B01LAG,"Jaká je hodnost matice [0 0; 0 0]?","0","1","2","3","4","C"
B0B01LAG,"Co platí pro bázi vektorového prostoru?","Je lineárně závislá","Má méně vektorů než dimenze","Generuje prostor a je nezávislá","Má nekonečně vektorů","Není jednoznačná","C"
B0B01LAG,"Které tvrzení je nepravdivé o lineárních zobrazeních?","T(0) = 0","T(u + v) = T(u) + T(v)","T(ku) = kT(u)","T je vždy injektivní","T zachovává lineární kombinace","D"
B0B01LAG,"Určete obraz (1,0) pod T(x,y) = (2x, y)","(2,0)","(1,0)","(0,1)","(2,1)","(1,1)","A"
B0B01LAG,"Který soubor je lineárně nezávislý v ℝ³?","{(1,0,0), (0,1,0), (0,0,0)}","{(1,0,0), (0,1,0), (0,0,1)}","{(1,1,1), (1,1,1), (1,1,1)}","{(2,0,0), (4,0,0), (6,0,0)}","{(0,1,0), (0,2,0), (0,3,0)}","B"
B0B01LAG,"Jaká je dimenze jádra T(x,y) = (x,0)?","0","1","2","3","4","C"
B0B01LAG,"Je matice [1 2; 3 4] regulární?","Ne","Jen pokud det = 0","Jen pokud det ≠ 0","Ano","Nelze určit","D"
B0B01LAG,"Kolik řešení má Ax = b, A je 2x2, det A = 0, b ≠ 0?","Žádné nebo nekonečně","Právě jedno","Nekonečně mnoho","Záleží na b","Nelze určit","E"
B0B01LAG,"Určete 2A, kde A = [1 2; 3 4]","[2 4; 6 8]","[1 4; 6 8]","[2 2; 6 6]","[4 4; 6 6]","[1 2; 3 4]","A"
B0B01LAG,"Jaký je det [1 1; 1 1]?","0","1","2","3","4","B"
B0B01LAG,"Jaká je hodnost [1 0 0; 0 0 0; 0 0 0]?","0","1","2","3","4","C"
B0B01LAG,"Které zobrazení je lineární?","T(x,y) = (x²,y)","T(x,y) = (x+y,0)","T(x,y) = (1,x)","T(x,y) = (2x,3y)","T(x,y) = (x,y+1)","D"
B0B01LAG,"Je (2,2) v span{(1,0), (0,1)}?","Ne","Pouze pokud je báze","Pouze pokud není báze","Nelze určit","Ano","E"
B0B01LAG,"Co je podmínkou lineární nezávislosti?","Vektory generují prostor","Jeden vektor je kombinací ostatních","Žádný vektor není kombinací ostatních","Všechny vektory jsou nulové","Prostor má dimenzi 0","C"
B0B01LAG,"Určete T(1,1) pro T(x,y) = [1 0; 0 1][x; y]","(1,1)","(0,0)","(1,0)","(0,1)","(2,2)","A"
B0B01LAG,"Jaký je det [0 1; 1 0]?","0","-1","1","2","3","B"
B0B01LAG,"Dimenze prostoru polynomů stupně ≤ 2 je:","1","2","3","4","5","C"
B0B01LAG,"Které tvrzení platí pro inverzní matici?","Existuje vždy","Je vždy čtvercová","Má det = 0","Existuje, pokud původní matice je regulární","Je vždy diagonální","D"
B0B01LAG,"Kolik řešení má Ax = 0, A je 2x3, hodnost 1?","Žádné","Jedno","Nekonečně mnoho","Záleží na A","Nelze určit","E"
B0B01LAG,"Určete A - B, A = [3 2; 1 4], B = [1 1; 1 1]","[2 1; 0 3]","[4 3; 2 5]","[1 1; 1 1]","[3 2; 1 4]","[0 0; 0 0]","A"
B0B01LAG,"Det matice [3 0 0; 0 2 0; 0 0 1] je:","0","6","3","2","1","B"
B0B01LAG,"Hodnost [1 1; 2 2] je:","0","1","2","3","4","C"
B0B01LAG,"Je T(x,y) = (x, x) injektivní?","Ne","Jen pokud x = 0","Jen pokud y = 0","Ano","Nelze určit","D"
B0B01LAG,"Je (1,2,3) lineární kombinací {(1,0,0), (0,1,0)}?","Ano","Ne","Pouze pokud je báze","Pouze pokud není báze","Nelze určit","B"
B0B01LAG,"Co je pravda o dimenzi prostoru?","Je počet vektorů v prostoru","Je počet nezávislých vektorů v bázi","Je vždy nekonečná","Je menší než počet vektorů","Je rovna hodnosti matice","B"
B0B01LAG,"Určete obraz (0,1) pod T(x,y) = (x-y, y)","(0,1)","(-1,1)","(1,0)","(1,1)","(0,0)","A"
B0B01LAG,"Det [2 2; 2 2] je:","0","4","2","8","6","B"
B0B01LAG,"Dimenze jádra T(x,y,z) = (x,y,0) je:","0","1","2","3","4","C"
B0B01LAG,"Která matice má hodnost 1?","[1 0; 0 0]","[0 0; 0 0]","[1 1; 1 1]","[1 2; 2 4]","[1 0; 0 1]","D"
B0B01LAG,"Kolik řešení má Ax = b, A je 3x3, det A ≠ 0?","Žádné","Jedno","Nekonečně mnoho","Záleží na b","Nelze určit","E"
B0B01LAG,"Určete 3A, A = [1 0; 0 1]","[3 0; 0 3]","[1 0; 0 1]","[0 0; 0 0]","[3 3; 3 3]","[1 1; 1 1]","A"
B0B01LAG,"Det [1 0; 2 0] je:","0","1","2","3","4","B"
B0B01LAG,"Hodnost [1 0 0; 2 0 0; 3 0 0] je:","0","1","2","3","4","C"
B0B01LAG,"Je T(x,y) = (2x+y, y) surjektivní v ℝ²?","Ne","Jen pokud x = 0","Jen pokud y = 0","Ano","Nelze určit","D"
B0B01LAG,"Je {(1,1), (2,2)} báze ℝ²?","Ano","Ne","Pouze pokud je nezávislá","Pouze pokud generuje ℝ²","Nelze určit","B"
B0B01LAG,"Určete T(1,0) pro T(x,y) = [2 1; 1 2][x; y]","(2,1)","(1,2)","(1,1)","(2,2)","(0,0)","A"
B0B01LAG,"Det [4 0; 0 4] je:","0","16","4","8","12","B"
B0B01LAG,"Dimenze prostoru symetrických matic 2x2 je:","0","1","2","3","4","C"
B0B01LAG,"Které tvrzení platí pro span?","Je vždy celý prostor","Je podprostor generovaný vektory","Má vždy dimenzi 0","Je lineárně nezávislý","Je prázdný","B"
B0B01LAG,"Kolik řešení má Ax = 0, A je 4x4, hodnost 4?","Žádné","Jedno","Nekonečně mnoho","Záleží na A","Nelze určit","E"
B0B01LAG,"Určete A*B, A = [1 0; 0 1], B = [2 3; 4 5]","[2 3; 4 5]","[1 0; 0 1]","[2 3; 0 1]","[1 0; 4 5]","[0 0; 0 0]","A"
B0B01LAG,"Det [1 2; 0 3] je:","0","3","1","2","6","B"
B0B01LAG,"Hodnost [0 1 0; 0 0 0; 0 0 0] je:","0","1","2","3","4","C"
B0B01LAG,"Je T(x,y) = (x, 2y) izomorfismus ℝ² → ℝ²?","Ne","Jen pokud x = y","Jen pokud x ≠ y","Ano","Nelze určit","D"
B0B01LAG,"Je (0,0,1) v span{(1,0,0), (0,1,0)}?","Ano","Ne","Pouze pokud je báze","Pouze pokud není báze","Nelze určit","B"
B0B01LAG,"Určete obraz (1,1) pod T(x,y) = (x+y, x)","(2,1)","(1,1)","(1,2)","(2,2)","(0,0)","A"
B0B01LAG,"Det [0 0; 0 0] je:","0","1","2","3","4","B"
B0B01LAG,"Dimenze podprostoru x₁ = x₂ v ℝ³ je:","0","1","2","3","4","C"
B0B01LAG,"Která matice je regulární?","[1 0; 0 0]","[0 0; 0 1]","[1 1; 1 1]","[1 0; 2 2]","[1 0; 0 1]","D"
B0B01LAG,"Kolik řešení má Ax = b, A je 2x3, hodnost 2, b ≠ 0?","Žádné","Jedno","Nekonečně mnoho","Záleží na b","Nelze určit","E"
B0B01LAG,"Určete A + A, A = [1 1; 1 1]","[2 2; 2 2]","[1 1; 1 1]","[0 0; 0 0]","[2 1; 1 2]","[1 2; 2 1]","A"
B0B01LAG,"Det [2 1; 0 2] je:","0","4","2","1","3","B"
B0B01LAG,"Hodnost [1 0 1; 0 1 0; 1 0 1] je:","0","1","2","3","4","C"
B0B01LAG,"Je T(x,y) = (y, x) lineární?","Ne","Jen pokud x = y","Jen pokud x ≠ y","Ano","Nelze určit","D"
B0B01LAG,"Je {(1,0), (0,0)} báze ℝ²?","Ano","Ne","Pouze pokud je nezávislá","Pouze pokud generuje ℝ²","Nelze určit","B"
B0B01LAG,"Určete T(0,1) pro T(x,y) = [0 1; 1 0][x; y]","(1,0)","(0,1)","(1,1)","(0,0)","(2,1)","A"
B0B01LAG,"Det [3 0; 1 3] je:","0","9","3","6","12","B"
B0B01LAG,"Dimenze prostoru matic 3x1 je:","0","1","2","3","4","C"
B0B01LAG,"Které tvrzení platí pro lineární zobrazení?","Není vždy injektivní","Má vždy nenulový obraz","Je vždy surjektivní","Má vždy inverzi","Je vždy izomorfismus","A"
B0B01LAG,"Kolik řešení má Ax = 0, A je 3x3, det A = 0?","Žádné","Jedno","Nekonečně mnoho","Záleží na A","Nelze určit","E"
B0B01LAG,"Určete A*B, A = [1 1; 0 0], B = [0 0; 1 1]","[1 1; 0 0]","[0 0; 0 0]","[1 0; 0 0]","[0 1; 0 0]","[1 1; 1 1]","A"
B0B01LAG,"Det [1 0 0; 0 2 0; 0 0 3] je:","0","6","1","2","3","B"
B0B01LAG,"Hodnost [0 0 0; 0 0 0] je:","0","1","2","3","4","C"
B0B01LAG,"Je T(x,y) = (x-y, x+y) injektivní?","Ne","Jen pokud x = y","Jen pokud x ≠ y","Ano","Nelze určit","D"
B0B01LAG,"Je (1,1,0) v span{(1,0,0), (0,0,1)}?","Ano","Ne","Pouze pokud je báze","Pouze pokud není báze","Nelze určit","B"
B0B01LAG,"Určete obraz (2,0) pod T(x,y) = (x, 0)","(2,0)","(0,2)","(0,0)","(2,2)","(1,0)","A"
B0B01LAG,"Det [5 0; 0 5] je:","0","25","5","10","15","B"
B0B01LAG,"Dimenze podprostoru x₁ + x₂ = 0 v ℝ² je:","0","1","2","3","4","C"
B0B01LAG,"Která matice má det ≠ 0?","[0 0; 0 0]","[1 1; 1 1]","[1 0; 0 0]","[1 0; 2 1]","[0 1; 1 0]","D"
B0B01LAG,"Kolik řešení má Ax = b, A je 3x2, hodnost 1?","Žádné","Jedno","Nekonečně mnoho","Záleží na b","Nelze určit","E"
B0B01LAG,"Určete A - A, A = [2 2; 2 2]","[0 0; 0 0]","[2 2; 2 2]","[4 4; 4 4]","[1 1; 1 1]","[2 0; 0 2]","A"
B0B01LAG,"Det [0 2; 2 0] je:","0","-4","4","2","8","B"
B0B01LAG,"Hodnost [1 0; 0 1; 0 0] je:","0","1","2","3","4","C"
B0B01LAG,"Je T(x,y) = (0, y) lineární?","Ne","Jen pokud y = 0","Jen pokud x = 0","Ano","Nelze určit","D"
B0B01LAG,"Je {(1,0,0), (0,1,0)} báze ℝ³?","Ano","Ne","Pouze pokud je nezávislá","Pouze pokud generuje ℝ³","Nelze určit","B"
"B0B01MA1, B0B01MA2","Jaký je výsledek neurčitého integrálu ∫(3x² + 2x) dx?","x³ + x² + C","3x³ + 2x² + C","x³ + x²","3x³ + 2x²","x³ + 2x + C",A
"B0B01MA1, B0B01MA2","Určete limitu lim (x→0) (sin x)/x.","0","1","∞","-1","Neexistuje",B
"B0B01MA1, B0B01MA2","Jaký je součet řady ∑(1/n²) pro n od 1 do ∞?","π²/6","1","2","∞","0",A
"B0B01MA1, B0B01MA2","Určete derivaci funkce f(x) = e^(2x).","2e^(2x)","e^(2x)","2e^x","e^x","2x e^(2x)",A
"B0B01MA1, B0B01MA2","Jaký je určitý integrál ∫[0,1] x dx?","1/2","1","0","2","1/3",A
"B0B01MA1, B0B01MA2","Určete, zda je funkce f(x) = x³ rostoucí na intervalu (-∞, ∞).","Ano","Ne","Pouze pro x > 0","Pouze pro x < 0","Pouze pro x = 0",A
"B0B01MA1, B0B01MA2","Jaký je výsledek integrálu ∫(1/x) dx?","ln|x| + C","1/x + C","x + C","-1/x² + C","0",A
"B0B01MA1, B0B01MA2","Určete, zda řada ∑(1/n) konverguje.","Ano","Ne","Pouze pro n > 1","Pouze pro n < 1","Nelze určit",B
"B0B01MA1, B0B01MA2","Jaký je výsledek derivace funkce f(x) = sin(2x)?","2 cos(2x)","cos(2x)","-2 sin(2x)","sin(2x)","2 sin(x)",A
"B0B01MA1, B0B01MA2","Určete, zda je funkce f(x) = 1/x spojitá v bodě x = 0.","Ano","Ne","Pouze zleva","Pouze zprava","Nelze určit",B
"B0B01MA1, B0B01MA2","Jaký je výsledek neurčitého integrálu ∫(cos x) dx?","sin x + C","-sin x + C","cos x + C","-cos x + C","0",A
"B0B01MA1, B0B01MA2","Určete limitu lim (x→∞) (1 + 1/x)^x.","e","1","0","∞","Neexistuje",A
"B0B01MA1, B0B01MA2","Jaký je součet řady ∑(1/2^n) pro n od 1 do ∞?","1","2","1/2","∞","0",A
"B0B01MA1, B0B01MA2","Určete derivaci funkce f(x) = ln(x).","1/x","x","ln(x)","e^x","0",A
"B0B01MA1, B0B01MA2","Jaký je určitý integrál ∫[0,π] sin x dx?","2","0","1","-2","π",A
"B0B01MA1, B0B01MA2","Určete, zda je funkce f(x) = x^4 rostoucí na intervalu (0, ∞).","Ano","Ne","Pouze pro x > 1","Pouze pro x < 1","Pouze pro x = 0",A
"B0B01MA1, B0B01MA2","Jaký je výsledek integrálu ∫(e^x) dx?","e^x + C","-e^x + C","e^x","1/e^x + C","0",A
"B0B01MA1, B0B01MA2","Určete, zda řada ∑(n / 2^n) konverguje.","Ano","Ne","Pouze pro n > 1","Pouze pro n < 1","Nelze určit",A
"B0B01MA1, B0B01MA2","Jaký je výsledek derivace funkce f(x) = tan x?","sec² x","-sec² x","tan x","cot x","1",A
"B0B01MA1, B0B01MA2","Určete, zda je funkce f(x) = |x| spojitá v bodě x = 0.","Ano","Ne","Pouze zleva","Pouze zprava","Nelze určit",A
B0B01MA2,"Určete poloměr konvergence mocninné řady ∑(x^n / n!).","0","1","∞","2","1/2",C
B0B01MA2,"Jaký je výsledek dvojného integrálu ∫∫_D (x + y) dA, kde D je čtverec [0,1]×[0,1]?","1","2","0","1/2","3/2",A
B0B01MA2,"Určete, zda je mocninná řada ∑(n x^n) konvergentní pro x = 1/2.","Ano","Ne","Pouze pro x < 1/2","Pouze pro x > 1/2","Nelze určit",A
B0B01MA2,"Jaký je výsledek trojného integrálu ∫∫∫_V (x + y + z) dV, kde V je jednotkový krychle [0,1]×[0,1]×[0,1]?","3/2","1","0","2","1/2",A
B0B01MA2,"Určete, zda je mocninná řada ∑(x^n / n²) konvergentní pro x = 1.","Ano","Ne","Pouze pro x < 1","Pouze pro x > 1","Nelze určit",A
B0B01MA2,"Jaký je výsledek dvojného integrálu ∫∫_D (x² + y²) dA, kde D je kruh s poloměrem 1 a středem v počátku?","π/2","π","2π","0","1",A
B0B01MA2,"Určete, zda je mocninná řada ∑(n! x^n) konvergentní pro x = 0.","Ano","Ne","Pouze pro x = 0","Pouze pro x ≠ 0","Nelze určit",A
B0B01MA2,"Jaký je výsledek trojného integrálu ∫∫∫_V (x² + y² + z²) dV, kde V je koule s poloměrem 1 a středem v počátku?","4π/5","2π/3","π","0","1",A
B0B01MA2,"Určete, zda je mocninná řada ∑(x^n / n) konvergentní pro x = -1.","Ano","Ne","Pouze pro x > -1","Pouze pro x < -1","Nelze určit",A
B0B01MA2,"Jaký je výsledek dvojného integrálu ∫∫_D (x y) dA, kde D je trojúhelník s vrcholy (0,0), (1,0), (0,1)?","1/24","1/12","1/6","0","1/2",A
B0B01MA2,"Určete poloměr konvergence mocninné řady ∑(n x^n).","1","0","∞","2","1/2",A
B0B01MA2,"Jaký je výsledek dvojného integrálu ∫∫_D (x) dA, kde D je čtverec [0,1]×[0,1]?","1/2","1","0","2","1/3",A
B0B01MA2,"Určete, zda je mocninná řada ∑(x^n / n) konvergentní pro x = 1.","Ano","Ne","Pouze pro x < 1","Pouze pro x > 1","Nelze určit",A
B0B01MA2,"Jaký je výsledek trojného integrálu ∫∫∫_V (x) dV, kde V je jednotkový krychle [0,1]×[0,1]×[0,1]?","1/2","1","0","2","1/3",A
